Site,Library,File,SiteType,HistoryVersions,ThresholdKept,Removed,SpaceMB,LastModified,Action,RunId,RunMode,RunDate
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_26.xlsm,Normal,166,9,157,112.99,2023-03-12 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_27.docx,Normal,146,9,137,162.54,2022-08-20 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_28.xlsx,Normal,57,9,48,145.83,2022-06-13 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_29.xlsx,Normal,156,9,147,491.64,2019-12-17 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_30.docx,Normal,147,9,138,113.44,2020-06-09 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_31.docx,Normal,53,9,44,17.13,2023-09-30 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_32.pbix,Normal,36,9,27,1316.97,2023-06-23 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_33.csv,Normal,39,9,30,14.95,2024-01-24 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_34.xlsx,Normal,27,9,18,14.05,2021-07-31 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_35.xlsx,Normal,20,9,11,24.35,2019-08-30 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_36.xlsx,Normal,95,9,86,25.09,2021-09-01 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_37.xlsx,Normal,65,9,56,70.03,2024-04-20 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_38.xlsx,Normal,115,9,106,61.24,2020-02-02 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_39.docx,Normal,119,9,110,34.09,2019-08-10 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_40.docx,Normal,26,9,17,6.6,2022-10-21 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_41.xlsm,Normal,74,9,65,43.21,2024-01-12 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_42.xlsx,Normal,82,9,73,86.35,2019-11-05 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_43.pptx,Normal,23,9,14,27.28,2019-03-02 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_44.pbix,Normal,32,9,23,499.34,2024-05-25 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_45.xlsx,Normal,26,9,17,8.39,2019-01-09 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_46.csv,Normal,40,9,31,5.21,2024-06-16 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_47.xlsx,Normal,66,9,57,192.08,2019-09-07 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_48.docx,Normal,23,9,14,7.73,2024-08-21 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_49.pdf,Normal,21,9,12,1.02,2024-09-11 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_50.xlsx,Normal,28,9,19,43.48,2021-08-21 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_51.xlsm,Normal,42,9,33,68.57,2019-06-12 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_52.docx,Normal,144,9,135,50.39,2021-12-04 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_53.xlsx,Normal,72,9,63,51.81,2020-06-20 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_54.docx,Normal,128,9,119,31.6,2019-10-25 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_55.xlsx,Normal,155,9,146,343.06,2019-10-28 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_56.xlsx,Normal,44,9,35,13.87,2022-11-30 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_57.pdf,Normal,34,9,25,4.62,2023-11-30 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_58.xlsm,Normal,167,9,158,542.35,2024-12-06 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_59.xlsx,Normal,87,9,78,257.63,2020-02-29 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_60.msg,Normal,27,9,18,2.21,2020-03-14 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_61.docx,Normal,80,9,71,17.37,2021-05-12 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_62.docx,Normal,78,9,69,43.65,2021-10-25 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_63.pdf,Normal,16,9,7,1.91,2022-02-07 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_64.xlsx,Normal,44,9,35,50.68,2021-12-08 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_65.xlsx,Normal,152,9,143,267.84,2019-02-09 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_66.xlsx,Normal,150,9,141,30.31,2023-02-21 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_67.xlsx,Normal,66,9,57,44.73,2022-06-16 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_68.xlsx,Normal,56,9,47,29.26,2021-10-19 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_69.docx,Normal,115,9,106,126.91,2020-09-25 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_70.pdf,Normal,21,9,12,7.36,2020-12-26 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_71.pdf,Normal,22,9,13,5.62,2022-09-22 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_72.docx,Normal,74,9,65,18.53,2020-03-18 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_73.pptx,Normal,120,9,111,799.24,2021-03-28 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_74.xlsm,Normal,100,9,91,97.94,2021-07-21 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_75.xlsx,Normal,113,9,104,119.47,2019-10-12 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_76.pbix,Normal,55,9,46,1453.98,2023-06-26 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_77.docx,Normal,95,9,86,99.24,2020-04-17 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_78.xlsm,Normal,56,9,47,94.93,2021-12-23 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_79.xlsx,Normal,122,9,113,103.55,2022-07-08 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_80.pptx,Normal,25,9,16,123.85,2021-02-17 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_81.xlsx,Normal,11,9,2,2.74,2021-03-18 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_82.docx,Normal,96,9,87,67.88,2022-07-09 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_83.docx,Normal,87,9,78,53.02,2023-07-31 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_84.xlsx,Normal,152,9,143,57.28,2023-09-19 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Reports,/sites/MarketingTeam/Reports/File_85.docx,Normal,55,9,46,29.26,2022-05-17 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_86.pptx,Normal,49,9,40,280.71,2023-10-27 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_87.docx,Normal,93,9,84,48.45,2023-12-17 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Projects,/sites/MarketingTeam/Projects/File_88.docx,Normal,132,9,123,100.87,2020-11-26 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Archive,/sites/MarketingTeam/Archive/File_89.docx,Normal,142,9,133,113.88,2022-10-04 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Shared Documents,/sites/MarketingTeam/Shared Documents/File_90.xlsx,Normal,183,9,174,148.65,2021-03-26 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/MarketingTeam,Documents,/sites/MarketingTeam/Documents/File_91.xlsx,Normal,73,9,64,232.3,2019-10-26 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_1.pptx,Critical,76,50,26,322.79,2023-04-22 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Shared Documents,/sites/FinanceReporting/Shared Documents/File_2.pptx,Critical,70,50,20,183.07,2019-01-23 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Documents,/sites/FinanceReporting/Documents/File_3.pdf,Critical,58,50,8,1.32,2024-10-22 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_4.pptx,Critical,83,50,33,593.96,2020-05-12 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_5.pptx,Critical,119,50,69,987.3,2022-07-23 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_6.msg,Critical,60,50,10,2.25,2024-01-01 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_7.pdf,Critical,59,50,9,1.85,2021-10-09 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Archive,/sites/FinanceReporting/Archive/File_8.xlsm,Critical,185,50,135,184.37,2021-09-06 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Documents,/sites/FinanceReporting/Documents/File_9.xlsx,Critical,125,50,75,64.36,2022-10-07 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_10.xlsx,Critical,72,50,22,12.32,2021-08-05 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Shared Documents,/sites/FinanceReporting/Shared Documents/File_11.pptx,Critical,79,50,29,67.08,2023-07-28 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_12.xlsx,Critical,158,50,108,33.3,2023-09-17 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_13.docx,Critical,54,50,4,6.97,2023-04-08 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Archive,/sites/FinanceReporting/Archive/File_14.pptx,Critical,90,50,40,395.73,2023-09-13 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_15.pptx,Critical,80,50,30,227.2,2022-01-22 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Documents,/sites/FinanceReporting/Documents/File_16.xlsx,Critical,101,50,51,46.97,2023-07-15 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_17.docx,Critical,68,50,18,15.66,2024-12-27 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_18.xlsx,Critical,196,50,146,325.84,2019-12-10 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Shared Documents,/sites/FinanceReporting/Shared Documents/File_19.docx,Critical,111,50,61,15.6,2021-12-01 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Shared Documents,/sites/FinanceReporting/Shared Documents/File_20.docx,Critical,110,50,60,29.14,2023-04-02 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Reports,/sites/FinanceReporting/Reports/File_21.xlsx,Critical,116,50,66,191.22,2024-04-10 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_22.xlsx,Critical,65,50,15,51.45,2022-12-04 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Documents,/sites/FinanceReporting/Documents/File_23.xlsx,Critical,62,50,12,26.92,2021-10-09 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Documents,/sites/FinanceReporting/Documents/File_24.xlsx,Critical,91,50,41,33.06,2024-04-23 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Projects,/sites/FinanceReporting/Projects/File_25.docx,Critical,79,50,29,15.29,2021-11-15 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Shared Documents,/sites/FinanceReporting/Shared Documents/File_26.docx,Critical,129,50,79,53.43,2020-04-14 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
https://contoso.sharepoint.com/sites/FinanceReporting,Shared Documents,/sites/FinanceReporting/Shared Documents/File_27.docx,Critical,91,50,41,7.26,2019-04-16 00:00:00,RECYCLED,20260415_090000,PRODUCTION-RECYCLE,2026-04-15
